,dates,company A,company B,Ratio,change,gain,loss,avg_gain,avg_loss,rs,rsi
0,09-Mar-20,322.3,229.05,1.4071163501418904,-0.06482669843432398,0.0,0.06482669843432398,0.00830926627710619,0.018190286762944683,0.4567968820608668,31.35625066788009
1,06-Mar-20,351.5,238.8,1.4719430485762144,-0.04838873374221575,0.0,0.04838873374221575,0.008948440606114357,0.015867329303000752,0.5639537968385184,36.05949216521183
2,05-Mar-20,375.75,247.15,1.5203317823184301,-0.015295253512188633,0.0,0.015295253512188633,0.009636782191200077,0.015911335133063222,0.6056551578236301,37.72012657092321
3,04-Mar-20,377.15,245.6,1.5356270358306188,-0.03690288910344508,0.0,0.03690288910344508,0.010378073128984698,0.014296600212264619,0.7259119633268939,42.05961710396949
4,03-Mar-20,387.55,246.45,1.5725299249340638,0.023380988763850974,0.023380988763850974,0.0,0.009377848849379599,0.015396338690131128,0.6090960349807509,37.85330531797857
5,02-Mar-20,364.05,235.0,1.5491489361702129,-0.07049467859431835,0.0,0.07049467859431835,0.010099221837793413,0.011158004851347497,0.9051100059858622,47.50959278687338
6,28-Feb-20,381.75,235.7,1.6196436147645312,-0.017801843386995975,0.0,0.017801843386995975,0.010876085056085215,0.010646940348605307,1.0215221180900036,50.53232457605605
7,27-Feb-20,412.8,252.1,1.6374454581515272,0.041203126863183615,0.041203126863183615,0.0,0.008543235686308416,0.011465935760036483,0.745097117680104,42.696598953221624
8,26-Feb-20,416.3,260.8,1.5962423312883436,-0.00809887206276061,0.0,0.00809887206276061,0.009200407662178294,0.011724940659826934,0.7846869275596058,43.967763501948916
9,25-Feb-20,421.3,262.6,1.6043412033511042,-2.2573439782069826e-05,0.0,2.2573439782069826e-05,0.009908131328499702,0.012625122753676539,0.7847948508551629,43.97115166928781
10,24-Feb-20,415.45,258.95,1.6043637767908863,0.030375132362213453,0.030375132362213453,0.0,0.008333746633598645,0.013596286042420887,0.612942873340342,38.00152401374025
11,20-Feb-20,443.55,281.8,1.5739886444286728,0.03152825632114231,0.03152825632114231,0.0,0.006549553580710672,0.014642154199530187,0.44730805941934576,30.906209393928478
12,19-Feb-20,433.2,280.85,1.5424603881075305,0.027713197096294717,0.027713197096294717,0.0,0.004921581002588822,0.0157684737533402,0.3121152420694041,23.78718210583021
13,18-Feb-20,431.4,284.8,1.5147471910112358,-0.0013034770435969012,0.0,0.0013034770435969012,0.005300164156634117,0.01688116580793584,0.31396908347067526,23.89470859096376
14,17-Feb-20,436.85,288.15,1.5160506680548327,0.013197477669219415,0.013197477669219415,0.0,0.004692678501819862,0.018179717023930904,0.2581271477241723,20.516777512598694
15,14-Feb-20,434.55,289.15,1.5028531903856133,-0.0013227087110287972,0.0,0.0013227087110287972,0.005053653771190621,0.019476409971077222,0.25947563122235445,20.601877860116005
16,13-Feb-20,441.25,293.35,1.504175899096642,-0.021019878908124623,0.0,0.021019878908124623,0.0054423963689745145,0.019357681591304344,0.2811491832482301,21.94507766343054
17,12-Feb-20,447.95,293.7,1.5251957780047667,-0.012812880003891358,0.0,0.012812880003891358,0.005861042243511016,0.019861127867259187,0.29510117867842084,22.785955532799008
18,11-Feb-20,444.1,288.75,1.538008658008658,-0.0589686719661533,0.0,0.0589686719661533,0.006311891646858018,0.016852855244267332,0.3745295117873318,27.247833427768498
19,10-Feb-20,443.8,277.9,1.5969773299748113,-0.08938142405311544,0.0,0.08938142405311544,0.006797421773539403,0.011273734566663631,0.6029432157857735,37.61475826766619
20,07-Feb-20,471.0,279.3,1.6863587540279268,-0.041259260079506976,0.0,0.041259260079506976,0.007320300371503973,0.0089671556810603,0.8163458550145749,44.944405976472154
21,06-Feb-20,477.6,276.45,1.7276180141074338,-0.036727389792287735,0.0,0.036727389792287735,0.007883400400081201,0.006831753057119729,1.1539352102116007,53.573348201974895
