,dates,company A,company B,Ratio,change,gain,loss,avg_gain,avg_loss,rs,rsi
0,09-Mar-20,496.25,16031.35,0.030954972600560775,-0.0006440608336086666,0.0,0.0006440608336086666,0.00023763683208751513,0.0002989038524853662,0.7950276656241806,44.29055222097246
1,06-Mar-20,519.15,16429.3,0.03159903343416944,-0.000187312131487552,0.0,0.000187312131487552,0.0002559165884019394,0.0003074878310236596,0.8322820046242673,45.423248305870764
2,05-Mar-20,526.9,16576.3,0.031786345565656994,0.0005467360985590905,0.0005467360985590905,0.0,0.0002335458568513893,0.0003311407411024027,0.7052767233469682,41.35849118744274
3,04-Mar-20,516.75,16541.5,0.031239609467097904,-0.0005952989036247386,0.0,0.0005952989036247386,0.00025151092276303464,0.0003108208824468384,0.8091828347667475,44.726426716903546
4,03-Mar-20,520.8,16359.4,0.03183490837072264,-0.00034085877939266096,0.0,0.00034085877939266096,0.0002708579168217296,0.0003085102749894674,0.8779542815258802,46.75056736804703
5,02-Mar-20,518.35,16109.95,0.0321757671501153,-0.0010015556585811491,0.0,0.0010015556585811491,0.00029169314119263185,0.00025519909163626114,1.1430022705895293,53.33649367880022
6,28-Feb-20,523.5,15778.85,0.03317732280869645,0.0004880598773306863,0.0004880598773306863,0.0,0.00027658800764355075,0.0002748297909928966,1.0063974747581117,50.15942690415525
7,27-Feb-20,531.65,16263.75,0.032689262931365766,-0.00031227954207198316,0.0,0.00031227954207198316,0.0002978640082315162,0.00027194904090988996,1.095293468345833,52.27398857929587
8,26-Feb-20,535.95,16240.15,0.03300154247343775,0.0003254947337472669,0.0003254947337472669,0.0,0.0002957385678072277,0.0002928681979029584,1.0098008931144529,50.243827464402834
9,25-Feb-20,535.25,16380.5,0.03267604773969048,0.00024096839647176627,0.00024096839647176627,0.0,0.00029995165790995553,0.0003153965208185706,0.9510303320133973,48.74503058248029
10,24-Feb-20,529.9,16337.25,0.032435079343218716,-0.0005526167781876173,0.0,0.0005526167781876173,0.00032302486236456755,0.00029714880871325935,1.087081128688885,52.08619414674095
