,dates,company A,company B,Ratio,change,gain,loss,avg_gain,avg_loss,rs,rsi
0,09-Mar-20,8207.1,704.8,11.644580022701478,0.024914976780351594,0.024914976780351594,0.0,0.0870347833153731,0.0974939132760821,0.8927201749396296,47.165988230040604
1,06-Mar-20,8603.2,740.4,11.619665045921126,-0.1246809400595641,0.0,0.1246809400595641,0.09372976664732488,0.09540260352350656,0.9824655007892997,49.557760293843224
2,05-Mar-20,8879.9,756.1,11.74434598598069,0.33542598079463914,0.33542598079463914,0.0,0.07513775017445454,0.10274126533300706,0.7313298111612364,42.240929859038204
3,04-Mar-20,8799.7,771.3,11.40892000518605,-0.5060740131576953,0.0,0.5060740131576953,0.08091757711095103,0.07171566934649258,1.1283109792924004,53.01438512841436
4,03-Mar-20,8963.65,752.3,11.914994018343746,-0.05800980947171297,0.0,0.05800980947171297,0.08714200611948572,0.07276996625993716,1.1974996086738734,54.4937347859884
5,02-Mar-20,8914.5,744.55,11.97300382781546,-0.18544593037906054,0.0,0.18544593037906054,0.09384523735944615,0.06410258440461998,1.463985239145562,59.41534128886378
6,28-Feb-20,9050.75,744.4,12.15844975819452,0.5314337537454055,0.5314337537454055,0.0,0.060184582252833886,0.06903355243574459,0.8718163868048483,46.57595653882595
7,27-Feb-20,9408.0,809.15,11.627016004449114,0.05883558667845712,0.05883558667845712,0.0,0.060288351143170556,0.07434382570003265,0.8109395847669443,44.78004631343385
8,26-Feb-20,9387.0,811.45,11.568180417770657,-0.018001311945921472,0.0,0.018001311945921472,0.06492591661572214,0.07867786521957966,0.825211975878125,45.21184316035996
9,25-Feb-20,9525.0,822.1,11.586181729716579,0.042589484868390315,0.042589484868390315,0.0,0.0666441036732092,0.08473000869800887,0.7865466402905648,44.02609047825589
10,24-Feb-20,9466.9,820.1,11.543592244848188,-0.16048200780369193,0.0,0.16048200780369193,0.07177057318653299,0.07890293184372556,0.9096059108257364,47.633174241297354
11,20-Feb-20,9709.7,829.6,11.70407425265188,0.0990677120406307,0.0990677120406307,0.0,0.0696707932746793,0.08497238813939675,0.819922739612599,45.052612496458686
12,19-Feb-20,9758.65,840.9,11.60500654061125,0.244133865360892,0.244133865360892,0.0,0.05625055696035525,0.09150872568858111,0.6147015657477838,38.069051197278654
13,18-Feb-20,9529.5,838.8,11.360872675250357,-0.07489090110727936,0.0,0.07489090110727936,0.060577522880382574,0.09278701988714277,0.6528663486990234,39.49904051303946
14,17-Feb-20,9528.85,833.25,11.435763576357637,-0.18145155281577274,0.0,0.18145155281577274,0.0652373323327197,0.08596667120032508,0.758867726548344,43.14524140127179
15,14-Feb-20,9690.5,834.15,11.61721512917341,-0.11853366309712321,0.0,0.11853366309712321,0.07025558866600583,0.08346151797749446,0.841772236696562,45.70446985379587
16,13-Feb-20,9717.2,828.0,11.735748792270533,-0.1593820659157128,0.0,0.1593820659157128,0.07565986471723704,0.07762147582840073,0.9747285001962568,49.360127232649155
17,12-Feb-20,9771.85,821.5,11.895130858186246,0.02660228937107334,0.02660228937107334,0.0,0.07943352435924962,0.08359235858443155,0.9502486316260433,48.7244865201501
18,11-Feb-20,9731.6,819.95,11.868528568815172,0.03665982918511013,0.03665982918511013,0.0,0.08272380860341419,0.0900225400140032,0.9189232895511094,47.88744263800517
